timestamp [ms], dc [count], rotations [count], degree [°], w[°/s], w [rad/s]
93, 0, 0, 0.000, 0, 0.000, 0.000
103, 0, 0, 0.000, 0, 0.000, 0.000
113, 0, 0, 0.000, 0, 0.000, 0.000
123, 0, 0, 0.000, 0, 0.000, 0.000
133, 0, 0, 0.000, 0, 0.000, 0.000
143, 0, 0, 0.000, 0, 0.000, 0.000
153, 0, 0, 0.000, 0, 0.000, 0.000
163, 0, 0, 0.000, 0, 0.000, 0.000
173, 0, 0, 0.000, 0, 0.000, 0.000
183, 0, 0, 0.000, 0, 0.000, 0.000
193, 0, 0, 0.000, 0, 0.000, 0.000
203, 0, 0, 0.000, 0, 0.000, 0.000
213, 0, 0, 0.000, 0, 0.000, 0.000
223, 0, 0, 0.000, 0, 0.000, 0.000
233, 0, 0, 0.000, 0, 0.000, 0.000
243, 0, 0, 0.000, 0, 0.000, 0.000
253, 0, 0, 0.000, 0, 0.000, 0.000
263, 0, 0, 0.000, 0, 0.000, 0.000
273, 0, 0, 0.000, 0, 0.000, 0.000
283, 0, 0, 0.000, 0, 0.000, 0.000
293, 0, 0, 0.000, 0, 0.000, 0.000
303, 0, 0, 0.000, 0, 0.000, 0.000
313, 0, 0, 0.000, 0, 0.000, 0.000
323, 0, 0, 0.000, 0, 0.000, 0.000
333, 0, 0, 0.000, 0, 0.000, 0.000
343, 0, 0, 0.000, 0, 0.000, 0.000
353, 0, 0, 0.000, 0, 0.000, 0.000
363, 0, 0, 0.000, 0, 0.000, 0.000
373, 0, 0, 0.000, 0, 0.000, 0.000
383, 0, 0, 0.000, 0, 0.000, 0.000
393, 0, 0, 0.000, 0, 0.000, 0.000
403, 0, 0, 0.000, 0, 0.000, 0.000
413, 0, 0, 0.000, 0, 0.000, 0.000
423, 0, 0, 0.000, 0, 0.000, 0.000
433, 0, 0, 0.000, 0, 0.000, 0.000
443, 0, 0, 0.000, 0, 0.000, 0.000
453, 0, 0, 0.000, 0, 0.000, 0.000
463, 0, 0, 0.000, 0, 0.000, 0.000
473, 0, 0, 0.000, 0, 0.000, 0.000
483, 0, 0, 0.000, 0, 0.000, 0.000
493, 0, 0, 0.000, 0, 0.000, 0.000
503, 0, 0, 0.000, 0, 0.000, 0.000
513, 0, 0, 0.000, 0, 0.000, 0.000
523, 0, 0, 0.000, 0, 0.000, 0.000
533, 0, 0, 0.000, 0, 0.000, 0.000
543, 0, 0, 0.000, 0, 0.000, 0.000
553, 0, 0, 0.000, 0, 0.000, 0.000
563, 0, 0, 0.000, 0, 0.000, 0.000
573, 0, 0, 0.000, 0, 0.000, 0.000
583, 0, 0, 0.000, 0, 0.000, 0.000
593, 0, 0, 0.000, 0, 0.000, 0.000
603, 0, 0, 0.000, 0, 0.000, 0.000
613, 0, 0, 0.000, 0, 0.000, 0.000
623, 0, 0, 0.000, 0, 0.000, 0.000
633, 0, 0, 0.000, 0, 0.000, 0.000
643, 0, 0, 0.000, 0, 0.000, 0.000
653, 0, 0, 0.000, 0, 0.000, 0.000
663, 0, 0, 0.000, 0, 0.000, 0.000
673, 0, 0, 0.000, 0, 0.000, 0.000
683, 0, 0, 0.000, 0, 0.000, 0.000
693, 0, 0, 0.000, 0, 0.000, 0.000
703, 0, 0, 0.000, 0, 0.000, 0.000
713, 0, 0, 0.000, 0, 0.000, 0.000
723, 0, 0, 0.000, 0, 0.000, 0.000
733, 0, 0, 0.000, 0, 0.000, 0.000
743, 0, 0, 0.000, 0, 0.000, 0.000
753, 0, 0, 0.000, 0, 0.000, 0.000
763, 0, 0, 0.000, 0, 0.000, 0.000
773, 0, 0, 0.000, 0, 0.000, 0.000
783, 0, 0, 0.000, 0, 0.000, 0.000
793, 0, 0, 0.000, 0, 0.000, 0.000
803, 0, 0, 0.000, 0, 0.000, 0.000
813, 0, 0, 0.000, 0, 0.000, 0.000
823, 0, 0, 0.000, 0, 0.000, 0.000
833, 0, 0, 0.000, 0, 0.000, 0.000
843, 0, 0, 0.000, 0, 0.000, 0.000
853, 0, 0, 0.000, 0, 0.000, 0.000
863, 0, 0, 0.000, 0, 0.000, 0.000
873, 0, 0, 0.000, 0, 0.000, 0.000
883, 0, 0, 0.000, 0, 0.000, 0.000
893, 0, 0, 0.000, 0, 0.000, 0.000
903, 0, 0, 0.000, 0, 0.000, 0.000
913, 0, 0, 0.000, 0, 0.000, 0.000
923, 0, 0, 0.000, 0, 0.000, 0.000
933, 0, 0, 0.000, 0, 0.000, 0.000
943, 0, 0, 0.000, 0, 0.000, 0.000
953, 0, 0, 0.000, 0, 0.000, 0.000
963, 0, 0, 0.000, 0, 0.000, 0.000
973, 0, 0, 0.000, 0, 0.000, 0.000
983, 0, 0, 0.000, 0, 0.000, 0.000
993, 0, 0, 0.000, 0, 0.000, 0.000
1003, 0, 0, 0.000, 0, 0.000, 0.000
1013, 0, 0, 0.000, 0, 0.000, 0.000
1023, 0, 0, 0.000, 0, 0.000, 0.000
1033, 0, 0, 0.000, 0, 0.000, 0.000
1043, 0, 0, 0.000, 0, 0.000, 0.000
1053, 0, 0, 0.000, 0, 0.000, 0.000
1063, 0, 0, 0.000, 0, 0.000, 0.000
1073, 0, 0, 0.000, 0, 0.000, 0.000
1083, 0, 0, 0.000, 0, 0.000, 0.000
1093, 0, 0, 0.000, 0, 0.000, 0.000
1103, 0, 0, 0.000, 0, 0.000, 0.000
1113, 0, 0, 0.000, 0, 0.000, 0.000
1123, 0, 0, 0.000, 0, 0.000, 0.000
1133, 0, 0, 0.000, 0, 0.000, 0.000
1143, 0, 0, 0.000, 0, 0.000, 0.000
1153, 0, 0, 0.000, 0, 0.000, 0.000
1163, 0, 0, 0.000, 0, 0.000, 0.000
1173, 0, 0, 0.000, 0, 0.000, 0.000
1183, 0, 0, 0.000, 0, 0.000, 0.000
1193, 0, 0, 0.000, 0, 0.000, 0.000
1203, 0, 0, 0.000, 0, 0.000, 0.000
1213, 0, 0, 0.000, 0, 0.000, 0.000
1223, 0, 0, 0.000, 0, 0.000, 0.000
1233, 0, 0, 0.000, 0, 0.000, 0.000
1243, 0, 0, 0.000, 0, 0.000, 0.000
1253, 0, 0, 0.000, 0, 0.000, 0.000
1263, 0, 0, 0.000, 0, 0.000, 0.000
1273, 0, 0, 0.000, 0, 0.000, 0.000
1283, 0, 0, 0.000, 0, 0.000, 0.000
1293, 0, 0, 0.000, 0, 0.000, 0.000
1303, 0, 0, 0.000, 0, 0.000, 0.000
1313, 0, 0, 0.000, 0, 0.000, 0.000
1323, 0, 0, 0.000, 0, 0.000, 0.000
1333, 0, 0, 0.000, 0, 0.000, 0.000
1343, 0, 0, 0.000, 0, 0.000, 0.000
1353, 0, 0, 0.000, 0, 0.000, 0.000
1363, 0, 0, 0.000, 0, 0.000, 0.000
1373, 0, 0, 0.000, 0, 0.000, 0.000
1383, 0, 0, 0.000, 0, 0.000, 0.000
1393, 0, 0, 0.000, 0, 0.000, 0.000
1403, 0, 0, 0.000, 0, 0.000, 0.000
1413, 0, 0, 0.000, 0, 0.000, 0.000
1423, 0, 0, 0.000, 0, 0.000, 0.000
1433, 0, 0, 0.000, 0, 0.000, 0.000
1443, 0, 0, 0.000, 0, 0.000, 0.000
1453, 0, 0, 0.000, 0, 0.000, 0.000
1463, 0, 0, 0.000, 0, 0.000, 0.000
1473, 0, 0, 0.000, 0, 0.000, 0.000
1483, 0, 0, 0.000, 0, 0.000, 0.000
1493, 0, 0, 0.000, 0, 0.000, 0.000
1503, 0, 0, 0.000, 0, 0.000, 0.000
1513, 0, 0, 0.000, 0, 0.000, 0.000
1523, 0, 0, 0.000, 0, 0.000, 0.000
1533, 0, 0, 0.000, 0, 0.000, 0.000
1543, 0, 0, 0.000, 0, 0.000, 0.000
1553, 0, 0, 0.000, 0, 0.000, 0.000
1563, 0, 0, 0.000, 0, 0.000, 0.000
1573, 0, 0, 0.000, 0, 0.000, 0.000
1583, 0, 0, 0.000, 0, 0.000, 0.000
1593, 0, 0, 0.000, 0, 0.000, 0.000
1603, 0, 0, 0.000, 0, 0.000, 0.000
1613, 0, 0, 0.000, 0, 0.000, 0.000
1623, 0, 0, 0.000, 0, 0.000, 0.000
1633, 0, 0, 0.000, 0, 0.000, 0.000
1643, 0, 0, 0.000, 0, 0.000, 0.000
1653, 0, 0, 0.000, 0, 0.000, 0.000
1663, 0, 0, 0.000, 0, 0.000, 0.000
1673, 0, 0, 0.000, 0, 0.000, 0.000
1683, 0, 0, 0.000, 0, 0.000, 0.000
1693, 0, 0, 0.000, 0, 0.000, 0.000
1703, 0, 0, 0.000, 0, 0.000, 0.000
1713, 0, 0, 0.000, 0, 0.000, 0.000
1723, 0, 0, 0.000, 0, 0.000, 0.000
1733, 0, 0, 0.000, 0, 0.000, 0.000
1743, 0, 0, 0.000, 0, 0.000, 0.000
1753, 0, 0, 0.000, 0, 0.000, 0.000
1763, 0, 0, 0.000, 0, 0.000, 0.000
1773, 0, 0, 0.000, 0, 0.000, 0.000
1783, 0, 0, 0.000, 0, 0.000, 0.000
1793, 0, 0, 0.000, 0, 0.000, 0.000
1803, 0, 0, 0.000, 0, 0.000, 0.000
1813, 0, 0, 0.000, 0, 0.000, 0.000
1823, 0, 0, 0.000, 0, 0.000, 0.000
1833, 0, 0, 0.000, 0, 0.000, 0.000
1843, 0, 0, 0.000, 0, 0.000, 0.000
1853, 0, 0, 0.000, 0, 0.000, 0.000
1863, 0, 0, 0.000, 0, 0.000, 0.000
1873, 0, 0, 0.000, 0, 0.000, 0.000
1883, 0, 0, 0.000, 0, 0.000, 0.000
1893, 0, 0, 0.000, 0, 0.000, 0.000
1903, 0, 0, 0.000, 0, 0.000, 0.000
1913, 0, 0, 0.000, 0, 0.000, 0.000
1923, 0, 0, 0.000, 0, 0.000, 0.000
1933, 0, 0, 0.000, 0, 0.000, 0.000
1943, 0, 0, 0.000, 0, 0.000, 0.000
1953, 0, 0, 0.000, 0, 0.000, 0.000
1963, 0, 0, 0.000, 0, 0.000, 0.000
1973, 0, 0, 0.000, 0, 0.000, 0.000
1983, 0, 0, 0.000, 0, 0.000, 0.000
1993, 0, 0, 0.000, 0, 0.000, 0.000
2003, 0, 0, 0.000, 0, 0.000, 0.000
2013, 0, 0, 0.000, 0, 0.000, 0.000
2023, 0, 0, 0.000, 0, 0.000, 0.000
2033, 0, 0, 0.000, 0, 0.000, 0.000
2043, 0, 0, 0.000, 0, 0.000, 0.000
2053, 0, 0, 0.000, 0, 0.000, 0.000
2063, 0, 0, 0.000, 0, 0.000, 0.000
2073, 0, 0, 0.000, 0, 0.000, 0.000
2083, 0, 0, 0.000, 0, 0.000, 0.000
2093, 0, 0, 0.000, 0, 0.000, 0.000
2103, 0, 0, 0.000, 0, 0.000, 0.000
2113, 0, 0, 0.000, 0, 0.000, 0.000
2123, 0, 0, 0.000, 0, 0.000, 0.000
2133, 0, 0, 0.000, 0, 0.000, 0.000
2143, 0, 0, 0.000, 0, 0.000, 0.000
2153, 0, 0, 0.000, 0, 0.000, 0.000
2163, 0, 0, 0.000, 0, 0.000, 0.000
2173, 0, 0, 0.000, 0, 0.000, 0.000
2183, 0, 0, 0.000, 0, 0.000, 0.000
2193, 0, 0, 0.000, 0, 0.000, 0.000
2203, 0, 0, 0.000, 0, 0.000, 0.000
2213, 0, 0, 0.000, 0, 0.000, 0.000
2223, 0, 0, 0.000, 0, 0.000, 0.000
2233, 0, 0, 0.000, 0, 0.000, 0.000
2243, 0, 0, 0.000, 0, 0.000, 0.000
2253, 0, 0, 0.000, 0, 0.000, 0.000
2263, 0, 0, 0.000, 0, 0.000, 0.000
2273, 0, 0, 0.000, 0, 0.000, 0.000
2283, 0, 0, 0.000, 0, 0.000, 0.000
2293, 0, 0, 0.000, 0, 0.000, 0.000
2303, 0, 0, 0.000, 0, 0.000, 0.000
2313, 0, 0, 0.000, 0, 0.000, 0.000
2323, 0, 0, 0.000, 0, 0.000, 0.000
2333, 0, 0, 0.000, 0, 0.000, 0.000
2343, 0, 0, 0.000, 0, 0.000, 0.000
2353, 0, 0, 0.000, 0, 0.000, 0.000
2363, 0, 0, 0.000, 0, 0.000, 0.000
2373, 0, 0, 0.000, 0, 0.000, 0.000
2383, 0, 0, 0.000, 0, 0.000, 0.000
2393, 0, 0, 0.000, 0, 0.000, 0.000
2403, 0, 0, 0.000, 0, 0.000, 0.000
2413, 0, 0, 0.000, 0, 0.000, 0.000
2423, 0, 0, 0.000, 0, 0.000, 0.000
2433, 0, 0, 0.000, 0, 0.000, 0.000
2443, 0, 0, 0.000, 0, 0.000, 0.000
2453, 0, 0, 0.000, 0, 0.000, 0.000
2463, 0, 0, 0.000, 0, 0.000, 0.000
2473, 0, 0, 0.000, 0, 0.000, 0.000
2483, 0, 0, 0.000, 0, 0.000, 0.000
2493, 0, 0, 0.000, 0, 0.000, 0.000
2503, 0, 0, 0.000, 0, 0.000, 0.000
2513, 0, 0, 0.000, 0, 0.000, 0.000
2523, 0, 0, 0.000, 0, 0.000, 0.000
2533, 0, 0, 0.000, 0, 0.000, 0.000
2543, 0, 0, 0.000, 0, 0.000, 0.000
2553, 0, 0, 0.000, 0, 0.000, 0.000
2563, 0, 0, 0.000, 0, 0.000, 0.000
2573, 0, 0, 0.000, 0, 0.000, 0.000
2583, 0, 0, 0.000, 0, 0.000, 0.000
2593, 0, 0, 0.000, 0, 0.000, 0.000
2603, 0, 0, 0.000, 0, 0.000, 0.000
2613, 0, 0, 0.000, 0, 0.000, 0.000
2623, 0, 0, 0.000, 0, 0.000, 0.000
2633, 0, 0, 0.000, 0, 0.000, 0.000
2643, 0, 0, 0.000, 0, 0.000, 0.000
2653, 0, 0, 0.000, 0, 0.000, 0.000
2663, 0, 0, 0.000, 0, 0.000, 0.000
2673, 0, 0, 0.000, 0, 0.000, 0.000
2683, 0, 0, 0.000, 0, 0.000, 0.000
2693, 0, 0, 0.000, 0, 0.000, 0.000
2703, 0, 0, 0.000, 0, 0.000, 0.000
2713, 0, 0, 0.000, 0, 0.000, 0.000
2723, 0, 0, 0.000, 0, 0.000, 0.000
2733, 0, 0, 0.000, 0, 0.000, 0.000
2743, 0, 0, 0.000, 0, 0.000, 0.000
2753, 0, 0, 0.000, 0, 0.000, 0.000
2763, 0, 0, 0.000, 0, 0.000, 0.000
2773, 0, 0, 0.000, 0, 0.000, 0.000
2783, 0, 0, 0.000, 0, 0.000, 0.000
2793, 0, 0, 0.000, 0, 0.000, 0.000
2803, 0, 0, 0.000, 0, 0.000, 0.000
2813, 0, 0, 0.000, 0, 0.000, 0.000
2823, 0, 0, 0.000, 0, 0.000, 0.000
2833, 0, 0, 0.000, 0, 0.000, 0.000
2843, 0, 0, 0.000, 0, 0.000, 0.000
2853, 0, 0, 0.000, 0, 0.000, 0.000
2863, 0, 0, 0.000, 0, 0.000, 0.000
2873, 0, 0, 0.000, 0, 0.000, 0.000
2883, 0, 0, 0.000, 0, 0.000, 0.000
2893, 0, 0, 0.000, 0, 0.000, 0.000
2903, 0, 0, 0.000, 0, 0.000, 0.000
2913, 0, 0, 0.000, 0, 0.000, 0.000
2923, 0, 0, 0.000, 0, 0.000, 0.000
2933, 0, 0, 0.000, 0, 0.000, 0.000
2943, 0, 0, 0.000, 0, 0.000, 0.000
2953, 0, 0, 0.000, 0, 0.000, 0.000
2963, 0, 0, 0.000, 0, 0.000, 0.000
2973, 0, 0, 0.000, 0, 0.000, 0.000
2983, 0, 0, 0.000, 0, 0.000, 0.000
2993, 0, 0, 0.000, 0, 0.000, 0.000
3003, 0, 0, 0.000, 0, 0.000, 0.000
3013, 0, 0, 0.000, 0, 0.000, 0.000
3023, 0, 0, 0.000, 0, 0.000, 0.000
3033, 0, 0, 0.000, 0, 0.000, 0.000
3043, 0, 0, 0.000, 0, 0.000, 0.000
3053, 0, 0, 0.000, 0, 0.000, 0.000
3063, 0, 0, 0.000, 0, 0.000, 0.000
3073, 0, 0, 0.000, 0, 0.000, 0.000
3083, 0, 0, 0.000, 0, 0.000, 0.000
3093, 0, 0, 0.000, 0, 0.000, 0.000
3103, 0, 0, 0.000, 0, 0.000, 0.000
3113, 0, 0, 0.000, 0, 0.000, 0.000
3123, 0, 0, 0.000, 0, 0.000, 0.000
3133, 0, 0, 0.000, 0, 0.000, 0.000
3143, 0, 0, 0.000, 0, 0.000, 0.000
3153, 0, 0, 0.000, 0, 0.000, 0.000
3163, 0, 0, 0.000, 0, 0.000, 0.000
3173, 0, 0, 0.000, 0, 0.000, 0.000
3183, 0, 0, 0.000, 0, 0.000, 0.000
3193, 0, 0, 0.000, 0, 0.000, 0.000
3203, 0, 0, 0.000, 0, 0.000, 0.000
3213, 0, 0, 0.000, 0, 0.000, 0.000
3223, 0, 0, 0.000, 0, 0.000, 0.000
3233, 0, 0, 0.000, 0, 0.000, 0.000
3243, 0, 0, 0.000, 0, 0.000, 0.000
3253, 0, 0, 0.000, 0, 0.000, 0.000
3263, 0, 0, 0.000, 0, 0.000, 0.000
3273, 0, 0, 0.000, 0, 0.000, 0.000
3283, 0, 0, 0.000, 0, 0.000, 0.000
3293, 0, 0, 0.000, 0, 0.000, 0.000
3303, 0, 0, 0.000, 0, 0.000, 0.000
3313, 0, 0, 0.000, 0, 0.000, 0.000
3323, 0, 0, 0.000, 0, 0.000, 0.000
3333, 0, 0, 0.000, 0, 0.000, 0.000
3343, 0, 0, 0.000, 0, 0.000, 0.000
3353, 0, 0, 0.000, 0, 0.000, 0.000
3363, 0, 0, 0.000, 0, 0.000, 0.000
3373, 0, 0, 0.000, 0, 0.000, 0.000
3383, 0, 0, 0.000, 0, 0.000, 0.000
3393, 0, 0, 0.000, 0, 0.000, 0.000
3403, 0, 0, 0.000, 0, 0.000, 0.000
3413, 0, 0, 0.000, 0, 0.000, 0.000
3423, 0, 0, 0.000, 0, 0.000, 0.000
3433, 0, 0, 0.000, 0, 0.000, 0.000
3443, 0, 0, 0.000, 0, 0.000, 0.000
3453, 0, 0, 0.000, 0, 0.000, 0.000
3463, 0, 0, 0.000, 0, 0.000, 0.000
3473, 0, 0, 0.000, 0, 0.000, 0.000
3483, 0, 0, 0.000, 0, 0.000, 0.000
3493, 0, 0, 0.000, 0, 0.000, 0.000
3503, 0, 0, 0.000, 0, 0.000, 0.000
3513, 0, 0, 0.000, 0, 0.000, 0.000
3523, 0, 0, 0.000, 0, 0.000, 0.000
3533, 0, 0, 0.000, 0, 0.000, 0.000
3543, 0, 0, 0.000, 0, 0.000, 0.000
3553, 0, 0, 0.000, 0, 0.000, 0.000
3563, 0, 0, 0.000, 0, 0.000, 0.000
3573, 0, 0, 0.000, 0, 0.000, 0.000
3583, 0, 0, 0.000, 0, 0.000, 0.000
3593, 0, 0, 0.000, 0, 0.000, 0.000
3603, 0, 0, 0.000, 0, 0.000, 0.000
3613, 0, 0, 0.000, 0, 0.000, 0.000
3623, 0, 0, 0.000, 0, 0.000, 0.000
3633, 0, 0, 0.000, 0, 0.000, 0.000
3643, 0, 0, 0.000, 0, 0.000, 0.000
3653, 0, 0, 0.000, 0, 0.000, 0.000
3663, 0, 0, 0.000, 0, 0.000, 0.000
3673, 0, 0, 0.000, 0, 0.000, 0.000
3683, 0, 0, 0.000, 0, 0.000, 0.000
3693, 0, 0, 0.000, 0, 0.000, 0.000
3703, 0, 0, 0.000, 0, 0.000, 0.000
3713, 0, 0, 0.000, 0, 0.000, 0.000
3723, 0, 0, 0.000, 0, 0.000, 0.000
3733, 0, 0, 0.000, 0, 0.000, 0.000
3743, 0, 0, 0.000, 0, 0.000, 0.000
3753, 0, 0, 0.000, 0, 0.000, 0.000
3763, 0, 0, 0.000, 0, 0.000, 0.000
3773, 0, 0, 0.000, 0, 0.000, 0.000
3783, 0, 0, 0.000, 0, 0.000, 0.000
3793, 0, 0, 0.000, 0, 0.000, 0.000
3803, 0, 0, 0.000, 0, 0.000, 0.000
3813, 0, 0, 0.000, 0, 0.000, 0.000
3823, 0, 0, 0.000, 0, 0.000, 0.000
3833, 0, 0, 0.000, 0, 0.000, 0.000
3843, 0, 0, 0.000, 0, 0.000, 0.000
3853, 0, 0, 0.000, 0, 0.000, 0.000
3863, 0, 0, 0.000, 0, 0.000, 0.000
3873, 0, 0, 0.000, 0, 0.000, 0.000
3883, 0, 0, 0.000, 0, 0.000, 0.000
3893, 0, 0, 0.000, 0, 0.000, 0.000
3903, 0, 0, 0.000, 0, 0.000, 0.000
3913, 0, 0, 0.000, 0, 0.000, 0.000
3923, 0, 0, 0.000, 0, 0.000, 0.000
3933, 0, 0, 0.000, 0, 0.000, 0.000
3943, 0, 0, 0.000, 0, 0.000, 0.000
3953, 0, 0, 0.000, 0, 0.000, 0.000
3963, 0, 0, 0.000, 0, 0.000, 0.000
3973, 0, 0, 0.000, 0, 0.000, 0.000
3983, 0, 0, 0.000, 0, 0.000, 0.000
3993, 0, 0, 0.000, 0, 0.000, 0.000
4003, 0, 0, 0.000, 0, 0.000, 0.000
4013, 0, 0, 0.000, 0, 0.000, 0.000
4023, 0, 0, 0.000, 0, 0.000, 0.000
4033, 0, 0, 0.000, 0, 0.000, 0.000
4043, 0, 0, 0.000, 0, 0.000, 0.000
4053, 0, 0, 0.000, 0, 0.000, 0.000
4063, 0, 0, 0.000, 0, 0.000, 0.000
4073, 0, 0, 0.000, 0, 0.000, 0.000
4083, 0, 0, 0.000, 0, 0.000, 0.000
4093, 0, 0, 0.000, 0, 0.000, 0.000
4103, 0, 0, 0.000, 0, 0.000, 0.000
4113, 0, 0, 0.000, 0, 0.000, 0.000
4123, 0, 0, 0.000, 0, 0.000, 0.000
4133, 0, 0, 0.000, 0, 0.000, 0.000
4143, 0, 0, 0.000, 0, 0.000, 0.000
4153, 0, 0, 0.000, 0, 0.000, 0.000
4163, 0, 0, 0.000, 0, 0.000, 0.000
4173, 0, 0, 0.000, 0, 0.000, 0.000
4183, 0, 0, 0.000, 0, 0.000, 0.000
4193, 0, 0, 0.000, 0, 0.000, 0.000
4203, 0, 0, 0.000, 0, 0.000, 0.000
4213, 0, 0, 0.000, 0, 0.000, 0.000
4223, 0, 0, 0.000, 0, 0.000, 0.000
4233, 0, 0, 0.000, 0, 0.000, 0.000
4243, 0, 0, 0.000, 0, 0.000, 0.000
4253, 0, 0, 0.000, 0, 0.000, 0.000
4263, 0, 0, 0.000, 0, 0.000, 0.000
4273, 0, 0, 0.000, 0, 0.000, 0.000
4283, 0, 0, 0.000, 0, 0.000, 0.000
4293, 0, 0, 0.000, 0, 0.000, 0.000
4303, 0, 0, 0.000, 0, 0.000, 0.000
4313, 0, 0, 0.000, 0, 0.000, 0.000
4323, 0, 0, 0.000, 0, 0.000, 0.000
4333, 0, 0, 0.000, 0, 0.000, 0.000
4343, 0, 0, 0.000, 0, 0.000, 0.000
4353, 0, 0, 0.000, 0, 0.000, 0.000
4363, 0, 0, 0.000, 0, 0.000, 0.000
4373, 0, 0, 0.000, 0, 0.000, 0.000
4383, 0, 0, 0.000, 0, 0.000, 0.000
4393, 0, 0, 0.000, 0, 0.000, 0.000
4403, 0, 0, 0.000, 0, 0.000, 0.000
4413, 0, 0, 0.000, 0, 0.000, 0.000
4423, 0, 0, 0.000, 0, 0.000, 0.000
4433, 0, 0, 0.000, 0, 0.000, 0.000
4443, 0, 0, 0.000, 0, 0.000, 0.000
4453, 0, 0, 0.000, 0, 0.000, 0.000
4463, 0, 0, 0.000, 0, 0.000, 0.000
4473, 0, 0, 0.000, 0, 0.000, 0.000
4483, 0, 0, 0.000, 0, 0.000, 0.000
4493, 0, 0, 0.000, 0, 0.000, 0.000
4503, 0, 0, 0.000, 0, 0.000, 0.000
4513, 0, 0, 0.000, 0, 0.000, 0.000
4523, 0, 0, 0.000, 0, 0.000, 0.000
4533, 0, 0, 0.000, 0, 0.000, 0.000
4543, 0, 0, 0.000, 0, 0.000, 0.000
4553, 0, 0, 0.000, 0, 0.000, 0.000
4563, 0, 0, 0.000, 0, 0.000, 0.000
4573, 0, 0, 0.000, 0, 0.000, 0.000
4583, 0, 0, 0.000, 0, 0.000, 0.000
4593, 0, 0, 0.000, 0, 0.000, 0.000
4603, 0, 0, 0.000, 0, 0.000, 0.000
4613, 0, 0, 0.000, 0, 0.000, 0.000
4623, 0, 0, 0.000, 0, 0.000, 0.000
4633, 0, 0, 0.000, 0, 0.000, 0.000
4643, 0, 0, 0.000, 0, 0.000, 0.000
4653, 0, 0, 0.000, 0, 0.000, 0.000
4663, 0, 0, 0.000, 0, 0.000, 0.000
4673, 0, 0, 0.000, 0, 0.000, 0.000
4683, 0, 0, 0.000, 0, 0.000, 0.000
4693, 0, 0, 0.000, 0, 0.000, 0.000
4703, 0, 0, 0.000, 0, 0.000, 0.000
4713, 0, 0, 0.000, 0, 0.000, 0.000
4723, 0, 0, 0.000, 0, 0.000, 0.000
4733, 0, 0, 0.000, 0, 0.000, 0.000
4743, 0, 0, 0.000, 0, 0.000, 0.000
4753, 0, 0, 0.000, 0, 0.000, 0.000
4763, 0, 0, 0.000, 0, 0.000, 0.000
4773, 0, 0, 0.000, 0, 0.000, 0.000
4783, 0, 0, 0.000, 0, 0.000, 0.000
4793, 0, 0, 0.000, 0, 0.000, 0.000
4803, 0, 0, 0.000, 0, 0.000, 0.000
4813, 0, 0, 0.000, 0, 0.000, 0.000
4823, 0, 0, 0.000, 0, 0.000, 0.000
4833, 0, 0, 0.000, 0, 0.000, 0.000
4843, 0, 0, 0.000, 0, 0.000, 0.000
4853, 0, 0, 0.000, 0, 0.000, 0.000
4863, 0, 0, 0.000, 0, 0.000, 0.000
4873, 0, 0, 0.000, 0, 0.000, 0.000
4883, 0, 0, 0.000, 0, 0.000, 0.000
4893, 0, 0, 0.000, 0, 0.000, 0.000
4903, 0, 0, 0.000, 0, 0.000, 0.000
4913, 0, 0, 0.000, 0, 0.000, 0.000
4923, 0, 0, 0.000, 0, 0.000, 0.000
4933, 0, 0, 0.000, 0, 0.000, 0.000
4943, 0, 0, 0.000, 0, 0.000, 0.000
4953, 0, 0, 0.000, 0, 0.000, 0.000
4963, 0, 0, 0.000, 0, 0.000, 0.000
4973, 0, 0, 0.000, 0, 0.000, 0.000
4983, 0, 0, 0.000, 0, 0.000, 0.000
4993, 0, 0, 0.000, 0, 0.000, 0.000
5003, 0, 0, 0.000, 0, 0.000, 0.000
5013, 0, 0, 0.000, 0, 0.000, 0.000
5023, 0, 0, 0.000, 0, 0.000, 0.000
5033, 0, 0, 0.000, 0, 0.000, 0.000
5043, 0, 0, 0.000, 0, 0.000, 0.000
5053, 0, 0, 0.000, 0, 0.000, 0.000
5063, 1, 0, 5.625, 1, 56.250, 9.817
5073, 1, 0, 5.625, 0, 0.000, 0.000
5083, 1, 0, 5.625, 0, 0.000, 0.000
5093, 1, 0, 5.625, 0, 0.000, 0.000
5103, 1, 0, 5.625, 0, 0.000, 0.000
5113, 1, 0, 5.625, 0, 0.000, 0.000
5123, 2, 0, 11.250, 1, 56.250, 9.817
5133, 2, 0, 11.250, 0, 0.000, 0.000
5143, 2, 0, 11.250, 0, 0.000, 0.000
5153, 2, 0, 11.250, 0, 0.000, 0.000
5163, 3, 0, 16.875, 1, 56.250, 9.817
5173, 3, 0, 16.875, 0, 0.000, 0.000
5183, 3, 0, 16.875, 0, 0.000, 0.000
5193, 4, 0, 22.500, 1, 56.250, 9.817
5203, 5, 0, 28.125, 1, 56.250, 9.817
5213, 5, 0, 28.125, 0, 0.000, 0.000
5223, 5, 0, 28.125, 0, 0.000, 0.000
5233, 6, 0, 33.750, 1, 56.250, 9.817
5243, 6, 0, 33.750, 0, 0.000, 0.000
5253, 7, 0, 39.375, 1, 56.250, 9.817
5263, 7, 0, 39.375, 0, 0.000, 0.000
5273, 8, 0, 45.000, 1, 56.250, 9.817
5283, 9, 0, 50.625, 1, 56.250, 9.817
